 0.36300E+00  0.66125E+01  0.17258E+01  0.68002E+01 00001 00177 00084 00001 00001 00003 00002 00001 00061 00056 00009 00020 00018 00009 00029 00066 00059 00102 00096 00102 00051 00197 00199 00064 00094 00094 00094 00094 00094 00097 00097 00095 0000000389 1561138658 000000044
 0.86753E+01  0.11581E+00  0.78426E+01  0.24955E+01 00001 00220 00094 00002 00002 00002 00001 00001 00041 00039 00012 00006 00013 00010 00033 00115 00069 00105 00098 00146 00091 00103 00061 00110 00094 00094 00095 00094 00094 00096 00094 00094 0000000512 1561138781 000000060
 0.66014E+01  0.29001E+01  0.61976E+01  0.43776E+01 00380 00187 00102 00002 00001 00002 00001 00002 00047 00027 00023 00026 00018 00018 00064 00215 00098 00102 00095 00211 00067 00058 00121 00096 00095 00094 00093 00093 00093 00095 00093 00094 0000000540 1561138809 000000064
 0.65756E+01  0.85607E+01  0.65245E+01  0.77310E+01 00002 00244 00056 00001 00002 00002 00002 00002 00008 00006 00009 00010 00009 00005 00010 00063 00087 00102 00095 00056 00147 00054 00136 00076 00182 00098 00097 00097 00097 00097 00097 00097 0000000966 1561139235 000000114
 0.75504E+01  0.80674E+01  0.73903E+01  0.72842E+01 00001 00226 00045 00002 00001 00002 00003 00003 00023 00025 00006 00008 00006 00003 00004 00029 00063 00104 00098 00210 00051 00194 00124 00174 00097 00097 00159 00172 00097 00178 00184 00180 0000001135 1561139404 000000135
 0.30590E+01  0.83006E+01  0.40385E+01  0.79621E+01 00016 00294 00032 00002 00002 00002 00002 00001 00030 00028 00007 00009 00006 00002 00005 00021 00100 00105 00098 00107 00086 00058 00056 00108 00094 00094 00184 00094 00094 00054 00094 00176 0000001398 1561139667 000000169
 0.89298E+01  0.59337E+01  0.84024E+01  0.60362E+01 00001 00218 00043 00002 00002 00001 00001 00002 00021 00022 00005 00008 00007 00070 00007 00036 00059 00104 00098 00054 00090 00178 00082 00130 00097 00097 00171 00247 00097 00096 00096 00250 0000001596 1561139865 000000193
 0.74294E+01  0.35547E+01  0.68117E+01  0.47578E+01 00603 00281 00092 00001 00002 00001 00002 00002 00063 00053 00040 00048 00029 00006 00040 00163 00100 00104 00097 00077 00168 00056 00138 00100 00094 00094 00094 00094 00094 00096 00094 00095 0000001795 1561140064 000000217
 0.36300E+00  0.87003E+01  0.13448E+01  0.79775E+01 00002 00213 00130 00001 00001 00001 00001 00001 00119 00100 00069 00084 00060 00011 00059 00057 00092 00105 00099 00059 00120 00053 00054 00054 00094 00094 00094 00094 00094 00094 00094 00094 0000001839 1561140108 000000224
 0.72962E+01  0.46438E+01  0.68362E+01  0.55297E+01 00445 00226 00067 00001 00002 00002 00002 00002 00023 00015 00018 00018 00019 00008 00024 00042 00100 00103 00097 00055 00173 00092 00058 00090 00096 00095 00094 00094 00094 00101 00094 00094 0000001845 1561140114 000000225
 0.48642E+01  0.48695E+01  0.45765E+01  0.58867E+01 00459 00260 00030 00002 00001 00002 00001 00001 00018 00015 00009 00010 00012 00029 00009 00035 00101 00104 00098 00237 00057 00113 00056 00059 00094 00094 00094 00094 00094 00094 00094 00177 0000001912 1561140181 000000235
 0.22022E+01  0.50559E+00  0.27515E+01  0.30250E+01 00001 00260 00042 00001 00002 00001 00002 00002 00008 00006 00007 00004 00006 00002 00217 00029 00171 00105 00099 00054 00063 00054 00127 00129 00166 00098 00097 00193 00097 00053 00097 00180 0000001999 1561140268 000000246
 0.86030E+01  0.87122E+01  0.80102E+01  0.81312E+01 00001 00501 00066 00001 00002 00002 00001 00001 00022 00016 00023 00023 00020 00003 00018 00036 00089 00105 00099 00061 00135 00064 00053 00064 00097 00097 00097 00097 00097 00097 00097 00180 0000002139 1561140408 000000262
 0.26016E+01  0.48917E+01  0.35459E+01  0.56009E+01 00002 00236 00046 00002 00002 00001 00002 00002 00018 00013 00018 00021 00017 00005 00014 00029 00237 00103 00097 00147 00055 00057 00129 00071 00095 00095 00095 00095 00095 00095 00095 00164 0000002509 1561140778 000000307
 0.29400E+01  0.54082E+01  0.30365E+01  0.58831E+01 00018 00213 00067 00002 00002 00001 00002 00002 00040 00032 00033 00040 00030 00008 00034 00098 00098 00102 00096 00185 00236 00228 00197 00117 00094 00094 00094 00094 00094 00094 00094 00059 0000002524 1561140793 000000309
 0.72926E+01  0.21633E+01  0.71077E+01  0.40794E+01 00002 00251 00016 00002 00001 00002 00001 00001 00007 00011 00005 00006 00003 00001 00004 00030 00106 00102 00096 00103 00054 00072 00052 00167 00095 00095 00169 00170 00095 00253 00132 00177 0000003706 1561141975 000000450
 0.81580E+01  0.63486E+01  0.69094E+01  0.64918E+01 00001 00721 00085 00002 00001 00002 00002 00002 00103 00088 00039 00051 00031 00010 00299 00119 00058 00102 00096 00088 00057 00246 00230 00112 00094 00094 00094 00094 00094 00097 00094 00094 0000003716 1561141985 000000452
